wavelength_um,intensity_MW_sr-1_m-2_nm-1
2.666666666666666519e+00,8.185195494376127608e+05
2.672672672672672611e+00,8.111868336994580459e+05
2.678678678678678704e+00,8.039360471289568814e+05
2.684684684684684353e+00,7.967660936933316989e+05
2.690690690690690445e+00,7.896758944279986899e+05
2.696696696696696538e+00,7.826643871334727155e+05
2.702702702702702631e+00,7.757305260783162666e+05
2.708708708708708279e+00,7.688732817079919623e+05
2.714714714714714816e+00,7.620916403594973963e+05
2.720720720720720465e+00,7.553846039816510165e+05
2.726726726726726557e+00,7.487511898608992342e+05
2.732732732732732650e+00,7.421904303525355645e+05
2.738738738738738743e+00,7.357013726172033930e+05
2.744744744744744835e+00,7.292830783625734039e+05
2.750750750750750484e+00,7.229346235900773900e+05
2.756756756756757021e+00,7.166550983465937898e+05
2.762762762762762669e+00,7.104436064809781965e+05
2.768768768768768762e+00,7.042992654053256847e+05
2.774774774774774411e+00,6.982212058608735679e+05
2.780780780780780947e+00,6.922085716884383000e+05
2.786786786786786596e+00,6.862605196032917593e+05
2.792792792792792689e+00,6.803762189743776107e+05
2.798798798798798337e+00,6.745548516077819513e+05
2.804804804804804874e+00,6.687956115343602141e+05
2.810810810810810523e+00,6.630977048014388420e+05
2.816816816816816615e+00,6.574603492684962694e+05
2.822822822822823152e+00,6.518827744067481253e+05
2.828828828828828801e+00,6.463642211025491124e+05
2.834834834834834894e+00,6.409039414645296056e+05
2.840840840840840542e+00,6.355011986343916506e+05
2.846846846846847079e+00,6.301552666012868285e+05
2.852852852852852727e+00,6.248654300197000848e+05
2.858858858858858820e+00,6.196309840307624545e+05
2.864864864864864469e+00,6.144512340869305190e+05
2.870870870870871006e+00,6.093254957799513359e+05
2.876876876876876654e+00,6.042530946720539359e+05
2.882882882882882747e+00,5.992333661302912515e+05
2.888888888888888840e+00,5.942656551639763638e+05
2.894894894894894932e+00,5.893493162651436869e+05
2.900900900900900581e+00,5.844837132519709412e+05
2.906906906906906674e+00,5.796682191151073202e+05
2.912912912912912766e+00,5.749022158668421907e+05
2.918918918918918859e+00,5.701850943930601934e+05
2.924924924924924952e+00,5.655162543079212774e+05
2.930930930930930600e+00,5.608951038112149108e+05
2.936936936936937137e+00,5.563210595483300276e+05
2.942942942942942786e+00,5.517935464727915823e+05
2.948948948948948878e+00,5.473119977113048080e+05
2.954954954954954971e+00,5.428758544312648010e+05
2.960960960960961064e+00,5.384845657106754370e+05
2.966966966966966712e+00,5.341375884104315192e+05
2.972972972972972805e+00,5.298343870489150286e+05
2.978978978978978898e+00,5.255744336788613582e+05
2.984984984984984990e+00,5.213572077664491371e+05
2.990990990990990639e+00,5.171821960725649842e+05
2.996996996996996732e+00,5.130488925362080336e+05
3.003003003003002824e+00,5.089567981599831837e+05
3.009009009009008917e+00,5.049054208976486698e+05
3.015015015015015010e+00,5.008942755436690641e+05
3.021021021021021102e+00,4.969228836247429135e+05
3.027027027027027195e+00,4.929907732932603685e+05
3.033033033033032844e+00,4.890974792226519785e+05
3.039039039039038936e+00,4.852425425045957090e+05
3.045045045045045029e+00,4.814255105480421335e+05
3.051051051051051122e+00,4.776459369800247368e+05
3.057057057057056770e+00,4.739033815482159262e+05
3.063063063063062863e+00,4.701974100252004573e+05
3.069069069069068956e+00,4.665275941144286189e+05
3.075075075075075048e+00,4.628935113578184391e+05
3.081081081081080697e+00,4.592947450449727476e+05
3.087087087087087234e+00,4.557308841239824542e+05
3.093093093093092882e+00,4.522015231137846713e+05
3.099099099099098975e+00,4.487062620180424419e+05
3.105105105105104624e+00,4.452447062405220931e+05
3.111111111111111160e+00,4.418164665019349195e+05
3.117117117117117253e+00,4.384211587582181091e+05
3.123123123123122902e+00,4.350584041202240624e+05
3.129129129129128994e+00,4.317278287747945869e+05
3.135135135135135087e+00,4.284290639071913902e+05
3.141141141141141180e+00,4.251617456248585950e+05
3.147147147147146828e+00,4.219255148824885255e+05
3.153153153153153365e+00,4.187200174083705060e+05
3.159159159159159014e+00,4.155449036319967709e+05
3.165165165165165106e+00,4.123998286128981854e+05
3.171171171171170755e+00,4.092844519706927240e+05
3.177177177177177292e+00,4.061984378163189976e+05
3.183183183183182940e+00,4.031414546844350407e+05
3.189189189189189033e+00,4.001131754669583170e+05
3.195195195195194682e+00,3.971132773477284354e+05
3.201201201201201219e+00,3.941414417382691754e+05
3.207207207207207311e+00,3.911973542146307300e+05
3.213213213213212960e+00,3.882807044552900479e+05
3.219219219219219497e+00,3.853911861800925108e+05
3.225225225225225145e+00,3.825284970902141067e+05
3.231231231231231238e+00,3.796923388091233210e+05
3.237237237237236887e+00,3.768824168245282490e+05
3.243243243243243423e+00,3.740984404312866973e+05
3.249249249249249072e+00,3.713401226752660004e+05
3.255255255255255165e+00,3.686071802981287474e+05
3.261261261261260813e+00,3.658993336830345215e+05
3.267267267267267350e+00,3.632163068012354779e+05
3.273273273273272999e+00,3.605578271595528349e+05
3.279279279279279091e+00,3.579236257487150724e+05
3.285285285285285184e+00,3.553134369925449137e+05
3.291291291291291277e+00,3.527269986979793175e+05
3.297297297297296925e+00,3.501640520059039118e+05
3.303303303303303018e+00,3.476243413427931373e+05
3.309309309309309555e+00,3.451076143731349730e+05
3.315315315315315203e+00,3.426136219526323839e+05
3.321321321321321296e+00,3.401421180821608286e+05
3.327327327327326945e+00,3.376928598624750157e+05
3.333333333333333481e+00,3.352656074496460496e+05
3.339339339339339130e+00,3.328601240112190135e+05
3.345345345345345223e+00,3.304761756830763188e+05
3.351351351351351315e+00,3.281135315269953571e+05
3.357357357357357408e+00,3.257719634888878791e+05
3.363363363363363057e+00,3.234512463577082381e+05
3.369369369369369149e+00,3.211511577250191476e+05
3.375375375375375242e+00,3.188714779452034854e+05
3.381381381381381335e+00,3.166119900963109103e+05
3.387387387387386983e+00,3.143724799415259622e+05
3.393393393393393076e+00,3.121527358912503114e+05
3.399399399399399169e+00,3.099525489657846629e+05
3.405405405405405261e+00,3.077717127586030983e+05
3.411411411411411354e+00,3.056100234002061770e+05
3.417417417417417447e+00,3.034672795225451118e+05
3.423423423423423539e+00,3.013432822240066016e+05
3.429429429429429188e+00,2.992378350349467364e+05
3.435435435435435281e+00,2.971507438837675727e+05
3.441441441441441373e+00,2.950818170635231072e+05
3.447447447447447466e+00,2.930308651990501094e+05
3.453453453453453115e+00,2.909977012146087945e+05
